"benchID", "inFile", "func", "time"
"0", "boltzmann_large", "transmitRaw", 0.004782915115356445
"1", "boltzmann_large", "compress", 2.7716004848480225
"2", "boltzmann_large", "transmit", 0.0
"3", "boltzmann_large", "decompress", 1.3810784816741943
"4", "boltzmann_large", "transmitRaw", 0.0
"5", "boltzmann_large", "compress", 2.718726634979248
"6", "boltzmann_large", "transmit", 0.0
"7", "boltzmann_large", "decompress", 1.3798103332519531
"8", "boltzmann_large", "transmitRaw", 0.0
"9", "boltzmann_large", "compress", 2.722292423248291
"10", "boltzmann_large", "transmit", 0.0157926082611084
"11", "boltzmann_large", "decompress", 1.3700587749481201
"12", "boltzmann_large", "transmitRaw", 0.017747879028320312
"13", "boltzmann_large", "compress", 2.711825132369995
"14", "boltzmann_large", "transmit", 0.0
"15", "boltzmann_large", "decompress", 1.4064135551452637
"16", "boltzmann_large", "transmitRaw", 0.0
"17", "boltzmann_large", "compress", 2.7371060848236084
"18", "boltzmann_large", "transmit", 0.0
"19", "boltzmann_large", "decompress", 1.4065907001495361
"20", "boltzmann_large", "transmitRaw", 0.015874862670898438
"21", "boltzmann_large", "compress", 2.715909481048584
"22", "boltzmann_large", "transmit", 0.0
"23", "boltzmann_large", "decompress", 1.4021492004394531
"24", "boltzmann_large", "transmitRaw", 0.015750885009765625
"25", "boltzmann_large", "compress", 2.7292191982269287
"26", "boltzmann_large", "transmit", 0.0
"27", "boltzmann_large", "decompress", 1.3896543979644775
"28", "boltzmann_large", "transmitRaw", 0.0
"29", "boltzmann_large", "compress", 2.713608980178833
"30", "boltzmann_large", "transmit", 0.0
"31", "boltzmann_large", "decompress", 1.4001009464263916
"32", "boltzmann_large", "transmitRaw", 0.0
"33", "boltzmann_large", "compress", 2.745223045349121
"34", "boltzmann_large", "transmit", 0.0
"35", "boltzmann_large", "decompress", 1.419149398803711
"36", "boltzmann_large", "transmitRaw", 0.0065000057220458984
"37", "boltzmann_large", "compress", 2.725253105163574
"38", "boltzmann_large", "transmit", 0.009119510650634766
"39", "boltzmann_large", "decompress", 1.3774116039276123
"40", "boltzmann_medium", "transmitRaw", 0.002745389938354492
"41", "boltzmann_medium", "compress", 0.2686896324157715
"42", "boltzmann_medium", "transmit", 0.0
"43", "boltzmann_medium", "decompress", 0.141998291015625
"44", "boltzmann_medium", "transmitRaw", 0.0
"45", "boltzmann_medium", "compress", 0.27379846572875977
"46", "boltzmann_medium", "transmit", 0.0
"47", "boltzmann_medium", "decompress", 0.1424543857574463
"48", "boltzmann_medium", "transmitRaw", 0.0
"49", "boltzmann_medium", "compress", 0.27345871925354004
"50", "boltzmann_medium", "transmit", 0.0
"51", "boltzmann_medium", "decompress", 0.1422257423400879
"52", "boltzmann_medium", "transmitRaw", 0.0
"53", "boltzmann_medium", "compress", 0.2763183116912842
"54", "boltzmann_medium", "transmit", 0.0
"55", "boltzmann_medium", "decompress", 0.1438312530517578
"56", "boltzmann_medium", "transmitRaw", 0.0
"57", "boltzmann_medium", "compress", 0.27037882804870605
"58", "boltzmann_medium", "transmit", 0.015893936157226562
"59", "boltzmann_medium", "decompress", 0.1255941390991211
"60", "boltzmann_medium", "transmitRaw", 0.0
"61", "boltzmann_medium", "compress", 0.2779669761657715
"62", "boltzmann_medium", "transmit", 0.0
"63", "boltzmann_medium", "decompress", 0.1397240161895752
"64", "boltzmann_medium", "transmitRaw", 0.0
"65", "boltzmann_medium", "compress", 0.29041075706481934
"66", "boltzmann_medium", "transmit", 0.0
"67", "boltzmann_medium", "decompress", 0.1435699462890625
"68", "boltzmann_medium", "transmitRaw", 0.0
"69", "boltzmann_medium", "compress", 0.2745552062988281
"70", "boltzmann_medium", "transmit", 0.0017461776733398438
"71", "boltzmann_medium", "decompress", 0.14231467247009277
"72", "boltzmann_medium", "transmitRaw", 0.0
"73", "boltzmann_medium", "compress", 0.2658407688140869
"74", "boltzmann_medium", "transmit", 0.0
"75", "boltzmann_medium", "decompress", 0.1269073486328125
"76", "boltzmann_medium", "transmitRaw", 0.0
"77", "boltzmann_medium", "compress", 0.2762947082519531
"78", "boltzmann_medium", "transmit", 0.0
"79", "boltzmann_medium", "decompress", 0.1396350860595703
"80", "boltzmann_small", "transmitRaw", 0.0
"81", "boltzmann_small", "compress", 0.012044668197631836
"82", "boltzmann_small", "transmit", 0.0
"83", "boltzmann_small", "decompress", 0.005025148391723633
"84", "boltzmann_small", "transmitRaw", 0.0
"85", "boltzmann_small", "compress", 0.0030252933502197266
"86", "boltzmann_small", "transmit", 0.0
"87", "boltzmann_small", "decompress", 0.00115966796875
"88", "boltzmann_small", "transmitRaw", 0.0
"89", "boltzmann_small", "compress", 0.0040264129638671875
"90", "boltzmann_small", "transmit", 0.0
"91", "boltzmann_small", "decompress", 0.00154876708984375
"92", "boltzmann_small", "transmitRaw", 0.0
"93", "boltzmann_small", "compress", 0.0
"94", "boltzmann_small", "transmit", 0.0
"95", "boltzmann_small", "decompress", 0.0
"96", "boltzmann_small", "transmitRaw", 0.0
"97", "boltzmann_small", "compress", 0.003005504608154297
"98", "boltzmann_small", "transmit", 0.0
"99", "boltzmann_small", "decompress", 0.0009999275207519531
"100", "boltzmann_small", "transmitRaw", 0.0
"101", "boltzmann_small", "compress", 0.0030083656311035156
"102", "boltzmann_small", "transmit", 0.0
"103", "boltzmann_small", "decompress", 0.00099945068359375
"104", "boltzmann_small", "transmitRaw", 0.0
"105", "boltzmann_small", "compress", 0.0
"106", "boltzmann_small", "transmit", 0.0
"107", "boltzmann_small", "decompress", 0.0
"108", "boltzmann_small", "transmitRaw", 0.0
"109", "boltzmann_small", "compress", 0.003098726272583008
"110", "boltzmann_small", "transmit", 0.0
"111", "boltzmann_small", "decompress", 0.0009996891021728516
"112", "boltzmann_small", "transmitRaw", 0.0
"113", "boltzmann_small", "compress", 0.002724885940551758
"114", "boltzmann_small", "transmit", 0.0
"115", "boltzmann_small", "decompress", 0.0013515949249267578
"116", "boltzmann_small", "transmitRaw", 0.0
"117", "boltzmann_small", "compress", 0.001963376998901367
"118", "boltzmann_small", "transmit", 0.0
"119", "boltzmann_small", "decompress", 0.004785060882568359
"120", "boltzmann_superLarge", "transmitRaw", 0.003166675567626953
"121", "boltzmann_superLarge", "compress", 10.931343793869019
"122", "boltzmann_superLarge", "transmit", 0.0
"123", "boltzmann_superLarge", "decompress", 5.468994140625
"124", "boltzmann_superLarge", "transmitRaw", 0.022538185119628906
"125", "boltzmann_superLarge", "compress", 10.794517755508423
"126", "boltzmann_superLarge", "transmit", 0.0
"127", "boltzmann_superLarge", "decompress", 5.642458438873291
"128", "boltzmann_superLarge", "transmitRaw", 0.010025739669799805
"129", "boltzmann_superLarge", "compress", 10.861973762512207
"130", "boltzmann_superLarge", "transmit", 0.018204212188720703
"131", "boltzmann_superLarge", "decompress", 5.512448310852051
"132", "boltzmann_superLarge", "transmitRaw", 0.019487857818603516
"133", "boltzmann_superLarge", "compress", 10.808933019638062
"134", "boltzmann_superLarge", "transmit", 0.010020971298217773
"135", "boltzmann_superLarge", "decompress", 5.61829400062561
"136", "boltzmann_superLarge", "transmitRaw", 0.0057256221771240234
"137", "boltzmann_superLarge", "compress", 10.822890758514404
"138", "boltzmann_superLarge", "transmit", 0.016093015670776367
"139", "boltzmann_superLarge", "decompress", 5.570298910140991
"140", "boltzmann_superLarge", "transmitRaw", 0.003979206085205078
"141", "boltzmann_superLarge", "compress", 10.824848890304565
"142", "boltzmann_superLarge", "transmit", 0.014029979705810547
"143", "boltzmann_superLarge", "decompress", 5.585541248321533
"144", "boltzmann_superLarge", "transmitRaw", 0.015991687774658203
"145", "boltzmann_superLarge", "compress", 10.894490480422974
"146", "boltzmann_superLarge", "transmit", 0.016061782836914062
"147", "boltzmann_superLarge", "decompress", 5.537151575088501
"148", "boltzmann_superLarge", "transmitRaw", 0.015736818313598633
"149", "boltzmann_superLarge", "compress", 10.86907958984375
"150", "boltzmann_superLarge", "transmit", 0.014699935913085938
"151", "boltzmann_superLarge", "decompress", 5.513023138046265
"152", "boltzmann_superLarge", "transmitRaw", 0.0
"153", "boltzmann_superLarge", "compress", 10.807055711746216
"154", "boltzmann_superLarge", "transmit", 0.01592874526977539
"155", "boltzmann_superLarge", "decompress", 5.472147703170776
"156", "boltzmann_superLarge", "transmitRaw", 0.019558429718017578
"157", "boltzmann_superLarge", "compress", 10.825583219528198
"158", "boltzmann_superLarge", "transmit", 0.016866207122802734
"159", "boltzmann_superLarge", "decompress", 5.50972056388855
"160", "largeInt_large", "transmitRaw", 0.0
"161", "largeInt_large", "compress", 2.856107234954834
"162", "largeInt_large", "transmit", 0.007744312286376953
"163", "largeInt_large", "decompress", 1.475907564163208
"164", "largeInt_large", "transmitRaw", 0.0
"165", "largeInt_large", "compress", 2.8348071575164795
"166", "largeInt_large", "transmit", 0.0
"167", "largeInt_large", "decompress", 1.513364315032959
"168", "largeInt_large", "transmitRaw", 0.0011606216430664062
"169", "largeInt_large", "compress", 2.8563473224639893
"170", "largeInt_large", "transmit", 0.0024356842041015625
"171", "largeInt_large", "decompress", 1.4526021480560303
"172", "largeInt_large", "transmitRaw", 0.01400899887084961
"173", "largeInt_large", "compress", 2.832797050476074
"174", "largeInt_large", "transmit", 0.010236978530883789
"175", "largeInt_large", "decompress", 1.454108715057373
"176", "largeInt_large", "transmitRaw", 0.015790462493896484
"177", "largeInt_large", "compress", 2.8946616649627686
"178", "largeInt_large", "transmit", 0.0
"179", "largeInt_large", "decompress", 1.4667656421661377
"180", "largeInt_large", "transmitRaw", 0.0
"181", "largeInt_large", "compress", 2.8230392932891846
"182", "largeInt_large", "transmit", 0.0
"183", "largeInt_large", "decompress", 1.5019912719726562
"184", "largeInt_large", "transmitRaw", 0.0
"185", "largeInt_large", "compress", 2.839524269104004
"186", "largeInt_large", "transmit", 0.0035638809204101562
"187", "largeInt_large", "decompress", 1.4330520629882812
"188", "largeInt_large", "transmitRaw", 0.0
"189", "largeInt_large", "compress", 2.822432279586792
"190", "largeInt_large", "transmit", 0.004121303558349609
"191", "largeInt_large", "decompress", 1.461348533630371
"192", "largeInt_large", "transmitRaw", 0.0
"193", "largeInt_large", "compress", 2.801281213760376
"194", "largeInt_large", "transmit", 0.012507200241088867
"195", "largeInt_large", "decompress", 1.4302291870117188
"196", "largeInt_large", "transmitRaw", 0.0
"197", "largeInt_large", "compress", 2.8375585079193115
"198", "largeInt_large", "transmit", 0.0
"199", "largeInt_large", "decompress", 1.4848480224609375
"200", "largeInt_medium", "transmitRaw", 0.0
"201", "largeInt_medium", "compress", 0.2907850742340088
"202", "largeInt_medium", "transmit", 0.0
"203", "largeInt_medium", "decompress", 0.14218997955322266
"204", "largeInt_medium", "transmitRaw", 0.0
"205", "largeInt_medium", "compress", 0.2894155979156494
"206", "largeInt_medium", "transmit", 0.0
"207", "largeInt_medium", "decompress", 0.15599322319030762
"208", "largeInt_medium", "transmitRaw", 0.0
"209", "largeInt_medium", "compress", 0.2767307758331299
"210", "largeInt_medium", "transmit", 0.0
"211", "largeInt_medium", "decompress", 0.18041443824768066
"212", "largeInt_medium", "transmitRaw", 0.0
"213", "largeInt_medium", "compress", 0.28479743003845215
"214", "largeInt_medium", "transmit", 0.0
"215", "largeInt_medium", "decompress", 0.1441047191619873
"216", "largeInt_medium", "transmitRaw", 0.0
"217", "largeInt_medium", "compress", 0.27616286277770996
"218", "largeInt_medium", "transmit", 0.0
"219", "largeInt_medium", "decompress", 0.1418743133544922
"220", "largeInt_medium", "transmitRaw", 0.0
"221", "largeInt_medium", "compress", 0.2922368049621582
"222", "largeInt_medium", "transmit", 0.0
"223", "largeInt_medium", "decompress", 0.14543414115905762
"224", "largeInt_medium", "transmitRaw", 0.004227161407470703
"225", "largeInt_medium", "compress", 0.30926060676574707
"226", "largeInt_medium", "transmit", 0.0
"227", "largeInt_medium", "decompress", 0.14182662963867188
"228", "largeInt_medium", "transmitRaw", 0.0
"229", "largeInt_medium", "compress", 0.28946757316589355
"230", "largeInt_medium", "transmit", 0.0
"231", "largeInt_medium", "decompress", 0.14540791511535645
"232", "largeInt_medium", "transmitRaw", 0.0
"233", "largeInt_medium", "compress", 0.27432942390441895
"234", "largeInt_medium", "transmit", 0.0
"235", "largeInt_medium", "decompress", 0.1419069766998291
"236", "largeInt_medium", "transmitRaw", 0.0
"237", "largeInt_medium", "compress", 0.27616143226623535
"238", "largeInt_medium", "transmit", 0.0
"239", "largeInt_medium", "decompress", 0.14189887046813965
"240", "largeInt_small", "transmitRaw", 0.0
"241", "largeInt_small", "compress", 0.01631760597229004
"242", "largeInt_small", "transmit", 0.0
"243", "largeInt_small", "decompress", 0.0
"244", "largeInt_small", "transmitRaw", 0.0
"245", "largeInt_small", "compress", 0.007948160171508789
"246", "largeInt_small", "transmit", 0.0
"247", "largeInt_small", "decompress", 0.0019559860229492188
"248", "largeInt_small", "transmitRaw", 0.0
"249", "largeInt_small", "compress", 0.0030226707458496094
"250", "largeInt_small", "transmit", 0.0
"251", "largeInt_small", "decompress", 0.0009999275207519531
"252", "largeInt_small", "transmitRaw", 0.0
"253", "largeInt_small", "compress", 0.0
"254", "largeInt_small", "transmit", 0.0
