"benchID", "inFile", "func", "time"
"0", "boltzmann_large", "transmitRaw", 0.0034706592559814453
"1", "boltzmann_large", "compress", 2.707986354827881
"2", "boltzmann_large", "transmit", 0.016701221466064453
"3", "boltzmann_large", "decompress", 1.4236423969268799
"4", "boltzmann_large", "transmitRaw", 0.0
"5", "boltzmann_large", "compress", 2.6989147663116455
"6", "boltzmann_large", "transmit", 0.0
"7", "boltzmann_large", "decompress", 1.447761058807373
"8", "boltzmann_large", "transmitRaw", 0.0021071434020996094
"9", "boltzmann_large", "compress", 2.7059590816497803
"10", "boltzmann_large", "transmit", 0.0
"11", "boltzmann_large", "decompress", 1.4350669384002686
"12", "boltzmann_large", "transmitRaw", 0.0
"13", "boltzmann_large", "compress", 2.7462782859802246
"14", "boltzmann_large", "transmit", 0.008801698684692383
"15", "boltzmann_large", "decompress", 1.4342353343963623
"16", "boltzmann_large", "transmitRaw", 0.0
"17", "boltzmann_large", "compress", 2.715709924697876
"18", "boltzmann_large", "transmit", 0.0063974857330322266
"19", "boltzmann_large", "decompress", 1.441532850265503
"20", "boltzmann_large", "transmitRaw", 0.0012543201446533203
"21", "boltzmann_large", "compress", 2.697817325592041
"22", "boltzmann_large", "transmit", 0.0
"23", "boltzmann_large", "decompress", 1.4512689113616943
"24", "boltzmann_large", "transmitRaw", 0.0030481815338134766
"25", "boltzmann_large", "compress", 2.6852095127105713
"26", "boltzmann_large", "transmit", 0.015703439712524414
"27", "boltzmann_large", "decompress", 1.5004379749298096
"28", "boltzmann_large", "transmitRaw", 0.0
"29", "boltzmann_large", "compress", 2.733440399169922
"30", "boltzmann_large", "transmit", 0.0
"31", "boltzmann_large", "decompress", 1.4545083045959473
"32", "boltzmann_large", "transmitRaw", 0.0
"33", "boltzmann_large", "compress", 2.669337749481201
"34", "boltzmann_large", "transmit", 0.0
"35", "boltzmann_large", "decompress", 1.4255092144012451
"36", "boltzmann_large", "transmitRaw", 0.0
"37", "boltzmann_large", "compress", 2.664217233657837
"38", "boltzmann_large", "transmit", 0.0
"39", "boltzmann_large", "decompress", 1.4305801391601562
"40", "boltzmann_medium", "transmitRaw", 0.0
"41", "boltzmann_medium", "compress", 0.2754402160644531
"42", "boltzmann_medium", "transmit", 0.0
"43", "boltzmann_medium", "decompress", 0.14166474342346191
"44", "boltzmann_medium", "transmitRaw", 0.0
"45", "boltzmann_medium", "compress", 0.26578545570373535
"46", "boltzmann_medium", "transmit", 0.0
"47", "boltzmann_medium", "decompress", 0.1427597999572754
"48", "boltzmann_medium", "transmitRaw", 0.0
"49", "boltzmann_medium", "compress", 0.2832493782043457
"50", "boltzmann_medium", "transmit", 0.0
"51", "boltzmann_medium", "decompress", 0.14943861961364746
"52", "boltzmann_medium", "transmitRaw", 0.0027954578399658203
"53", "boltzmann_medium", "compress", 0.25577592849731445
"54", "boltzmann_medium", "transmit", 0.0
"55", "boltzmann_medium", "decompress", 0.172377347946167
"56", "boltzmann_medium", "transmitRaw", 0.0
"57", "boltzmann_medium", "compress", 0.26161980628967285
"58", "boltzmann_medium", "transmit", 0.0
"59", "boltzmann_medium", "decompress", 0.14339065551757812
"60", "boltzmann_medium", "transmitRaw", 0.0
"61", "boltzmann_medium", "compress", 0.275601863861084
"62", "boltzmann_medium", "transmit", 0.0
"63", "boltzmann_medium", "decompress", 0.20702290534973145
"64", "boltzmann_medium", "transmitRaw", 0.0
"65", "boltzmann_medium", "compress", 0.2788233757019043
"66", "boltzmann_medium", "transmit", 0.0
"67", "boltzmann_medium", "decompress", 0.1602180004119873
"68", "boltzmann_medium", "transmitRaw", 0.0
"69", "boltzmann_medium", "compress", 0.2601490020751953
"70", "boltzmann_medium", "transmit", 0.0
"71", "boltzmann_medium", "decompress", 0.15230011940002441
"72", "boltzmann_medium", "transmitRaw", 0.0
"73", "boltzmann_medium", "compress", 0.25981974601745605
"74", "boltzmann_medium", "transmit", 0.0
"75", "boltzmann_medium", "decompress", 0.13596606254577637
"76", "boltzmann_medium", "transmitRaw", 0.0
"77", "boltzmann_medium", "compress", 0.28173279762268066
"78", "boltzmann_medium", "transmit", 0.0
"79", "boltzmann_medium", "decompress", 0.15823650360107422
"80", "boltzmann_small", "transmitRaw", 0.0
"81", "boltzmann_small", "compress", 0.0
"82", "boltzmann_small", "transmit", 0.0
"83", "boltzmann_small", "decompress", 0.013860940933227539
"84", "boltzmann_small", "transmitRaw", 0.0
"85", "boltzmann_small", "compress", 0.0030732154846191406
"86", "boltzmann_small", "transmit", 0.0
"87", "boltzmann_small", "decompress", 0.0009987354278564453
"88", "boltzmann_small", "transmitRaw", 0.0
"89", "boltzmann_small", "compress", 0.0029993057250976562
"90", "boltzmann_small", "transmit", 0.0
"91", "boltzmann_small", "decompress", 0.0019996166229248047
"92", "boltzmann_small", "transmitRaw", 0.0
"93", "boltzmann_small", "compress", 0.0029985904693603516
"94", "boltzmann_small", "transmit", 0.0
"95", "boltzmann_small", "decompress", 0.0027174949645996094
"96", "boltzmann_small", "transmitRaw", 0.0
"97", "boltzmann_small", "compress", 0.005068540573120117
"98", "boltzmann_small", "transmit", 0.0
"99", "boltzmann_small", "decompress", 0.001999378204345703
"100", "boltzmann_small", "transmitRaw", 0.0
"101", "boltzmann_small", "compress", 0.0
"102", "boltzmann_small", "transmit", 0.0
"103", "boltzmann_small", "decompress", 0.0016922950744628906
"104", "boltzmann_small", "transmitRaw", 0.0
"105", "boltzmann_small", "compress", 0.0032749176025390625
"106", "boltzmann_small", "transmit", 0.0
"107", "boltzmann_small", "decompress", 0.001276254653930664
"108", "boltzmann_small", "transmitRaw", 0.0
"109", "boltzmann_small", "compress", 0.00432586669921875
"110", "boltzmann_small", "transmit", 0.0
"111", "boltzmann_small", "decompress", 0.0020003318786621094
"112", "boltzmann_small", "transmitRaw", 0.0
"113", "boltzmann_small", "compress", 0.003478527069091797
"114", "boltzmann_small", "transmit", 0.0
