"benchID", "inFile", "func", "time"
"0", "boltzmann_large", "transmitRaw", 0.004895687103271484
"1", "boltzmann_large", "compress", 2.856175661087036
"2", "boltzmann_large", "transmit", 0.0028235912322998047
"3", "boltzmann_large", "decompress", 1.6799087524414062
"4", "boltzmann_large", "transmitRaw", 0.0050508975982666016
"5", "boltzmann_large", "compress", 2.8821680545806885
"6", "boltzmann_large", "transmit", 0.003510713577270508
"7", "boltzmann_large", "decompress", 1.6845991611480713
"8", "boltzmann_large", "transmitRaw", 0.002785921096801758
"9", "boltzmann_large", "compress", 2.874279022216797
"10", "boltzmann_large", "transmit", 0.0022547245025634766
"11", "boltzmann_large", "decompress", 1.6484193801879883
"12", "boltzmann_large", "transmitRaw", 0.0022389888763427734
"13", "boltzmann_large", "compress", 2.8129892349243164
"14", "boltzmann_large", "transmit", 0.0025691986083984375
"15", "boltzmann_large", "decompress", 1.6636531352996826
"16", "boltzmann_large", "transmitRaw", 0.0020999908447265625
"17", "boltzmann_large", "compress", 2.8320655822753906
"18", "boltzmann_large", "transmit", 0.0020079612731933594
"19", "boltzmann_large", "decompress", 1.6467313766479492
"20", "boltzmann_large", "transmitRaw", 0.00478816032409668
"21", "boltzmann_large", "compress", 2.8159966468811035
"22", "boltzmann_large", "transmit", 0.00299835205078125
"23", "boltzmann_large", "decompress", 1.6829144954681396
"24", "boltzmann_large", "transmitRaw", 0.0
"25", "boltzmann_large", "compress", 2.8355908393859863
"26", "boltzmann_large", "transmit", 0.004826784133911133
"27", "boltzmann_large", "decompress", 1.6800124645233154
"28", "boltzmann_large", "transmitRaw", 0.0
"29", "boltzmann_large", "compress", 2.8587918281555176
"30", "boltzmann_large", "transmit", 0.0025200843811035156
"31", "boltzmann_large", "decompress", 1.6801815032958984
"32", "boltzmann_large", "transmitRaw", 0.0
"33", "boltzmann_large", "compress", 2.829108476638794
"34", "boltzmann_large", "transmit", 0.0029976367950439453
"35", "boltzmann_large", "decompress", 1.6818737983703613
"36", "boltzmann_large", "transmitRaw", 0.00960540771484375
"37", "boltzmann_large", "compress", 2.8242149353027344
"38", "boltzmann_large", "transmit", 0.00503993034362793
"39", "boltzmann_large", "decompress", 1.690094232559204
"40", "boltzmann_medium", "transmitRaw", 0.0
"41", "boltzmann_medium", "compress", 0.28284502029418945
"42", "boltzmann_medium", "transmit", 0.0
"43", "boltzmann_medium", "decompress", 0.16157102584838867
"44", "boltzmann_medium", "transmitRaw", 0.0
"45", "boltzmann_medium", "compress", 0.28874921798706055
"46", "boltzmann_medium", "transmit", 0.0
"47", "boltzmann_medium", "decompress", 0.16860604286193848
"48", "boltzmann_medium", "transmitRaw", 0.0
"49", "boltzmann_medium", "compress", 0.2837255001068115
"50", "boltzmann_medium", "transmit", 0.0010433197021484375
"51", "boltzmann_medium", "decompress", 0.16637396812438965
"52", "boltzmann_medium", "transmitRaw", 0.0
"53", "boltzmann_medium", "compress", 0.28124380111694336
"54", "boltzmann_medium", "transmit", 0.0
"55", "boltzmann_medium", "decompress", 0.16692447662353516
"56", "boltzmann_medium", "transmitRaw", 0.0
"57", "boltzmann_medium", "compress", 0.2830030918121338
"58", "boltzmann_medium", "transmit", 0.0
"59", "boltzmann_medium", "decompress", 0.16508936882019043
"60", "boltzmann_medium", "transmitRaw", 0.0
"61", "boltzmann_medium", "compress", 0.2856783866882324
"62", "boltzmann_medium", "transmit", 0.0
"63", "boltzmann_medium", "decompress", 0.16710543632507324
"64", "boltzmann_medium", "transmitRaw", 0.0
"65", "boltzmann_medium", "compress", 0.28500866889953613
"66", "boltzmann_medium", "transmit", 0.0
"67", "boltzmann_medium", "decompress", 0.1640791893005371
"68", "boltzmann_medium", "transmitRaw", 0.0
"69", "boltzmann_medium", "compress", 0.28505706787109375
"70", "boltzmann_medium", "transmit", 0.0
"71", "boltzmann_medium", "decompress", 0.17049407958984375
"72", "boltzmann_medium", "transmitRaw", 0.0
"73", "boltzmann_medium", "compress", 0.28116297721862793
